path,class
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-814.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5062.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1692.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9007.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8210.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3403.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4947.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5310.png,Normal
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-882.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1098.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2944.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8875.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4391.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3172.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8046.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6480.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8580.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4568.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3780.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6733.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8975.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7355.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-628.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9708.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5392.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-237.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-629.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1418.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2068.png,Covid
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-382.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9937.png,Normal
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-331.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4362.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9504.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1030.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1108.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1673.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1584.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-779.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5923.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3474.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-10060.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6704.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1802.png,Normal
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-93.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2351.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5660.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5016.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7131.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1655.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-3073.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3333.png,Normal
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-192.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Normal/Normal-521.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-939.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1436.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-10158.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-10043.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6649.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2283.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-404.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-957.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4725.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1165.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9778.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1236.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2947.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-3393.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9519.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4357.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9684.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9862.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-794.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4526.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2061.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4545.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9401.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-499.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6136.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3731.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8238.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2407.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2020.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1998.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3306.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-50.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4370.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-841.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-318.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-382.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1419.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4079.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7929.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-820.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4296.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4355.png,Normal
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-561.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4492.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9775.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5189.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1457.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8396.png,Normal
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-1344.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Covid/COVID-755.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2269.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-402.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9944.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6529.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1482.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4198.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9687.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2118.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8476.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7431.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-354.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6867.png,Normal
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-542.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6861.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7545.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-3308.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1363.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8409.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1742.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9617.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1825.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4243.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8006.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3506.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-3242.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6412.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9021.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-657.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1198.png,Covid
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-556.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1032.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5242.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2710.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6416.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-10155.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4089.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9370.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2052.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2994.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3614.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7570.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3851.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1847.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1578.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4971.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5067.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4840.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-836.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7354.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7800.png,Normal
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-261.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1676.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5527.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7130.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5339.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-697.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8446.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9135.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3633.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1291.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-640.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4453.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1383.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-508.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5945.png,Normal
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-1035.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1346.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2510.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1923.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5656.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6303.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2349.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2453.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2576.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2553.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3321.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-3273.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6235.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8942.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-435.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4703.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7396.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1723.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8656.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2091.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5165.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-259.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4330.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2031.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3301.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3023.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8003.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-417.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-979.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-3228.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-612.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3256.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-3484.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2029.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9331.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9295.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3986.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9561.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1726.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2680.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1810.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2565.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9115.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-747.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6973.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9576.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1395.png,Covid
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-724.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1781.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8248.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2106.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9436.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9483.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9417.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-156.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-594.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1590.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6375.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7142.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-653.png,Normal
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-385.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6880.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6937.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2126.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2625.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3445.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2123.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-771.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7673.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9481.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1897.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1279.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-637.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4013.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-846.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6260.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6492.png,Normal
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-1042.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7779.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1443.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-10002.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9476.png,Normal
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-1109.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2269.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3769.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5685.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1497.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3155.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5763.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-3893.png,Normal
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-370.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1071.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-849.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-74.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8605.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6129.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5066.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-512.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7196.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5871.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9673.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-7.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2882.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8223.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9231.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-908.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4713.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9269.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-8358.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7767.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1750.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7186.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-4156.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1819.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1427.png,Covid
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1317.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5085.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-5992.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-10067.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-31.png,Covid
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-433.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9577.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-2580.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-2209.png,Covid
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1535.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6989.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-6563.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-9670.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-1079.png,Normal
../../data/COVID-19_Radiography_Dataset/Normal/Normal-7857.png,Normal
../../data/COVID-19_Radiography_Dataset/Covid/COVID-1425.png,Covid
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-84.png,ViralPneumonia
../../data/COVID-19_Radiography_Dataset/Covid/COVID-323.png,Covid
../../data/COVID-19_Radiography_Dataset/ViralPneumonia/Viral Pneumonia-1170.png,ViralPneumonia
